work_id	stationer_entries_in_register
266	"Mar 22, 1608: Entered to Richard Bonian: ""A Plaie called the ffyve Wittie Gallant<i>es</i> as it hath ben acted by the Children of the Chappell""."
267	"Mar 28, 1608: Entered to Richard Moore: ""A booke called A most wytty & merry conceited comedie called who would a thought it or Lawetryk<i>es</i>""."
268	"Apr 12, 1608: Entered to John Helme: ""a booke called. Humo<sup>r</sup> out of breathe"".<br />Dec 3, 1627: Transferred from Anne Helme (the widow of John Helme) to William Washington: ""Humor out of breath.""<br />May 21, 1628: Transferred from William Washington to Miles Flesher: ""Humor out of breath."""
269	"Apr 21, 1608: Entered to Thomas Thorpe: ""The. Characters of Twoo Royall Maskes Invented by Ben. Iohnson""."
270	"Apr 21, 1608: Entered to Thomas Thorpe: ""The. Characters of Twoo Royall Maskes Invented by Ben. Iohnson""."
271	None
272	"May 2, 1608: Entered to Thomas Pavier: ""A booke Called A yorkshire Tragedy written by Wylliam Shakespere"".<br />Aug 4, 1626: Transferred from the widow of Thomas Pavier to Edward Brewster and Robert Bird: ""M<sup>r</sup>. Paviers right in Shakesperes plaies or any of them"".<br />Nov 8, 1630: Transferred from Robert Bird to Richard Cotes: ""Yorkeshire Tragedie""."
273	"Jun 3, 1608: Entered to John Busby (1) and Nathaniel Butter: ""A Booke called. A Romane tragedie called The Rape of Lucrece.""<br />May 21, 1639: Transferred from Nathaniel Butter to Miles Flesher: ""saluo iure cuiuscunq<i>ue</i> ... The Roman Tragedy called the Rape of Lucrece""."
274	"Jun 5, 1608: Entered to Thomas Thorpe: ""A booke called / The Conspiracy and Tragedie of Charles Duke of Byronn written by Georg Chapman"".<br />Jul 9, 1653: Transferred from Margaret Faulkner, the widow of Francis Faulkner, to Humphrey Moseley: ""a booke called Byrons Conspiracy & Tragedie, by Geo: Chapman."""
275	"Jun 5, 1608: Entered to Thomas Thorpe: ""A booke called / The Conspiracy and Tragedie of Charles Duke of Byronn written by Georg Chapman"".<br />Jul 9, 1653: Transferred from Margaret Faulkner, the widow of Francis Faulkner, to Humphrey Moseley: ""a booke called Byrons Conspiracy & Tragedie, by Geo: Chapman."""
276	"Oct 4, 1608: Entered to Walter Burre and Eleazar Edgar: ""A booke called. A Mad World (my Maysters)"".<br />Apr 19, 1613: Transferred from Eleazar Edgar to John Hodgets: ""A half p<i>ar</i>te of A playe called A mad world my maisters"".<br />Jul 3, 1630: Transferred from the widow of Walter Burre to John Spencer: ""A mad world my masters."""
277	"Oct 6, 1608: Entered to John Bache: ""A playe of the Dumbe knight"".<br />Nov 19, 1610: Transferred from John Bache to Robert Wilson: ""A play of the dumbe kn<sup>te</sup>."""
278	"Nov 25, 1608: Entered to Nathaniel Butter: ""a booke called the Tragedy of Mustapha & Zangar"".<br />Nov 10, 1632: Transferred from Nathaniel Butter to Henry Seile: ""The Tragedy of Mustapha""."
279	"Feb 7, 1603: Entered to James Roberts: ""when he hath gotten sufficient aucthority for yt. The booke of Troilus and Cresseda as yt is acted by my lo: Chamb<i>er</i>lens Men"".<br />Jan 28, 1609: Entered to Richard Bonian and Henry Walley: ""a booke called. The history of Troylus and Cressida""."
280	"Feb 22, 1609: Entered to Richard Bonian and Henry Walley: ""a booke called, The maske of Queenes Celebrated, don<i>n</i>e by Beniamin Iohnson""."
281	"Jan 26, 1609: Entered to Henry Walley and Richard Bonian: ""a booke called, The case is altered"".<br />Jul 20, 1609: Entered to Henry Walley, Richard Bonian, and Bartholomew Sutton: ""a booke called the case is altered which was Entred for .H. Walley & Ri. Bonyon the 26. of Ianuary Last."""
282	None
283	None
284	"May 20, 1608: Entered to Edward Blount: ""a booke called. The booke of Pericles Prynce of Tyre"".<br />Aug 4, 1626: Transferred from the widow of Thomas Pavier to Edward Brewster and Robert Bird: ""M<sup>r</sup> Paviers right in Shakesperes plaies or any of them"".<br />Nov 8, 1630: Transferred from Robert Bird to Richard Cotes: ""Pericles""."
285	None
286	"Mar 10, 1609: Entered to John Busby (2): ""a booke called The tragedy of the Turke w<sup>th</sup> the death of Borgias by Iohn Mason gent<i>leman</i>"".<br />Jun 22, 1631: Transferred from John Busby (2) to Francis Faulkner: ""a booke Called Mulleasses the Turke""."
287	"Dec 8, 1628: Transferred from Henry Walley to Richard Meighen: ""The ffaithfull Sheaperdesse.""<br />Nov 7, 1646: Transferred from Mercy Meighen, the widow of Richard Meighen, to herself and Gabriel Bedell: ""The faithfull Sheapardesse. a play by m<sup>r</sup> fflesher""."
288	"Jun 12, 1610: Entered to John Browne (1): ""A booke called, Chesters Triumphe in hono<sup>r</sup> of y<sup>e</sup> Prince, as it was p<i>er</i>formed vpon S<sup>te</sup>. Georges Day 1610. in thafore sayd Citty""."
289	None
290	"Oct 31, 1610: Entered to Thomas Thorpe: ""A booke called, Histriomastix of the player whipte."""
291	None
292	"Nov 9, 1610: Entered to Robert Wilson: ""A booke called, Ramme Alley, or the merry trickes""."
293	"Sep 14, 1611: Entered to John Stepneth: ""A booke called, The tragedy of the Atheist""."
294	"Oct 14, 1611: Entered to William Barrenger: ""A booke called, The golden age w<sup>th</sup> the lyues of Iupiter & Saturne"".<br />Aug 2, 1630: Transferred from Nicholas Okes to John Okes: ""The golden Age:""."
295	None
296	"Jul 4, 1635: Transferred from Walter Burre decd. to William Stansby: ""by vertue of a noate vnder the hand"" of Walter Burre and Matthew Lownes, Warden, ""bearing date the 10<sup>th</sup> of Iune 1621 ... Catalyne."""
297	"Jun 11, 1659: Transferred from Richard Marriot to Humphrey Moseley (in whole or part): ""May Day a Comedy by George Chapman."""
298	"Feb 10(?), 1631: Transferred from Thomas Archer to Hugh Perry: ""The Roareinge girle""."
299	"Nov 23, 1611: Entered to John Budge: ""A booke called, A woman is a weathercocke, beinge a Comedye"".<br />Sep 4, 1626: Transferred from John Budge decd. to Robert Allott: ""A woman is a weathercocke.""<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1): ""saluo Iure cuiuscunq<i>ue</i> ... A woman is a Weather cocke. a Play."""
300	"Feb 1, 1612: Entered to William Barrenger: ""A booke called, A Christian turned Turke, or the tragicall lyffes & deathes of the 2 famous pyrat<i>es</i> Ward & Danseker as it hath bene publiq<i>ue</i>ly acted written by Robert Daborn gent<i>leman</i>""."
301	"Apr 17, 1612: Entered to John Browne (1): ""Two play book<i>es</i>, ... thother called, The wydowes teares, being a Comedy, bothe written by Geo: Chapman"".<br />Jun 11, 1659: Transferred from Richard Marriot to Humphrey Moseley (in whole or part): ""The Widdowes Teares a Comedy by Geo: Chapman."""
302	"Oct 21, 1612: Entered to Nicholas Okes: ""to be prynted When yt is further Aucthorised. A Booke called. Troia Nova triu<i>m</i>phans. London triu<i>m</i>phinge. Or the solemne receauinge, of S<sup>r</sup> Io. Swyn<i>er</i>ton K<sup>t</sup>. into the citye. at his Retourne from West<i>inster</i> after the taking his oathe written by Tho. Decker""."
303	"Oct 3, 1610: Entered to Walter Burre: ""a Comœdy called, The Alchymist made by Ben: Iohnson"".<br />Jul 3, 1630: Transferred from the widow of Walter Burre to John Spencer: ""The Alchemist"".<br />Jul 4, 1635: Transferred from Walter Burre decd. to William Stansby: ""by vertue of a noate vnder the hand"" of Walter Burre and Matthew Lownes, Warden, ""bearing date the 10<sup>th</sup> of Iune 1621 ... The Alchimist""."
304	"Sep 20, 1610: Entered to John Browne (1) and John Busby (2): ""A booke called, Epicoene or the silent woman by Ben: Iohnson"".<br />Sep 28, 1612: Transferred from John Browne (1) to Walter Burre: ""A booke called the Comedye of the silent Woman"".<br />Feb 17, 1623: Transferred from the widow of John Browne (1) to John Marriot: ""[Epicæne or the silent woeman. <i>deleted</i>] vide 28<sup>o</sup> Sept 1612"".<br />Jul 3, 1630: Transferred from the widow of Walter Burre to John Spencer: ""Silent woman"".<br />Jul 4, 1635: Transferred from Walter Burre decd. to William Stansby: ""by vertue of a noate vnder the hand"" of Walter Burre and Matthew Lownes, Warden, ""bearing date the 10<sup>th</sup> of Iune 1621 ... The Silent Woman""."
305	None
306	"Feb 10(?), 1631: Transferred from Thomas Archer to Hugh Perry: ""The white Divell.""<br />Sep 15, 1634: Transferred from Hugh Perry to Henry Taunton: ""the White Divell. &c."""
307	"Apr 17, 1612: Entered to John Browne (1): ""Twoo play book<i>es</i>, th'one called, The reuenge of Bussy D'Amboys, being a tragedy, ... bothe written by Geo: Chapman"".<br />Feb 17, 1623: Transferred from the widow of John Browne (1) to John Marriot: ""The Revenge of D'amboys"".<br />May 3, 1651: Transferred from John Marriot to Richard Marriot (in whole or part): ""Salvo Iurie cujuscunq<i>ue</i>; (viz<sup>t</sup>:). ... The Revenge of D'amboys.""<br />Dec(?) 12, 1653: Transferred from Richard Marriot to Humphrey Moseley: ""The Revenge of Bussy D Amboys a Tragedy written by Geo: Chapman Gentleman."""
308	"Dec 17, 1612: Entered to Richard Hawkins: ""A Booke called. Mariamme The tragedie of the fayre Maria<i>m</i>me Queen of Iurye"".<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith (in whole or part): ""The Tragedie of Mariam the Queene of Iurie"".<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""The Tragedy of Mariam the Queene of Iury."""
309	"Feb(?) 27, 1613: Entered to George Norton: ""the maske of grayes Inne & thinn<i>er</i> Temple"".<br />Jun 29, 1660: Entered to Humphrey Robinson and Humphrey Moseley: ""the severall Plays following. vizt ... A Maske of the Gentlemen of Graies Inne and the Inner Temple at y<sup>e</sup> Marriage of the Prince and Princesse Palatine of the Rhene. ... all Six Copies written by ffra: Beamont & Iohn ffletcher."""
310	"Feb(?) 27, 1613: Entered to George Norton: ""A booke called the [<i>blank</i>] of the maske p<i>er</i>formed before the kinge by the gent<i>lemen</i> of the myddle temple and Lincolns Inne""."
311	"Nov 3, 1613: Entered to Nicholas Okes: ""a booke called the tryvmphs of truth of all the showes pagiant<i>es</i> Chariot<i>es</i> &c on the Lo. Maio<sup>rs</sup> Day octobris 29. 1613""."
312	None
313	None
314	None
315	"Feb 10(?), 1631: Transferred from Thomas Archer to Hugh Perry: ""The Insatiat Countesse.""<br />Sep 15, 1634: Transferred from Hugh Perry to Henry Taunton: ""The Insatiate Countesse""."
316	None
317	"Aug 2, 1630: Transferred from Nicholas Okes to John Okes: ""The Silver Age:""."
318	None
319	None
320	"Jan 21, 1614: Entered to Robert Wilson: ""The maske of flowers by the gent<i>lemen</i> of Graies Inne vppon Twelfe Night 1613""."
321	"May 23, 1614: Entered to Richard Redmer: ""a play booke called Hogge hathlost his pearle."""
322	None
323	"Sep 2, 1621: Transferred from John Trundle to Thomas Dewe: ""Greenes Tu quoque"".<br />Dec 3, 1627: Transferred from Anne Helme (the widow of John Helme) to William Washington: ""Greenes Tu quoque.""<br />May 21, 1628: Transferred from William Washington to Miles Flesher: ""Greenes Tu quoque."""
324	None
325	"Jan 13, 1615: Entered to Francis Constable: ""a play called Hymens triumphes."""
326	"Feb 10, 1615: Entered to Miles Partrich: ""a booke called a Dialogue betwene Ruffe Cuffe and Band &c""."
327	"Feb 21, 1615: Entered to Robert Lownes: ""a play called the valiant welshman""."
328	"Apr 24, 1615: Entered to Josias Harrison: ""a play called Cupids revenge"".<br />Apr 15, 1619: Transferred from Josias Harrison to Thomas Jones (2): ""Cupids Reuenge"".<br />Oct 24, 1633: Transferred from Thomas Jones (2) to Augustine Mathewes: ""Cupids Reuenge"".<br />Jul 28, 1641: Transferred from Augustine Mathewes to John Raworth: ""Cupids Revenge a Play.""<br />Mar 4, 1647: Transferred from Ruth Raworth (widow of John Raworth) to Humphrey Moseley: ""Cupids revenge."""
329	"Apr 24, 1615: Entered to Josias Harrison: ""A play called The Hector of Germany. or, the Palsgraue [is a harmless thinge <i>deleted</i>]"".<br />Apr 15, 1619: Transferred from Josias Harrison to Thomas Jones (2): ""the Palsgraue"".<br />Oct 24, 1633: Transferred from Thomas Jones (2) to Augustine Mathewes: ""The Palsgrave""."
330	"Apr 28, 1615: Entered to Nicholas Okes: ""Albumazar a comedie acted before his Ma<sup>tie</sup> at Cambridg 10<sup>o</sup> Marcij 1614"".<br />Aug 2, 1630: Transferred from Nicholas Okes to John Okes: ""Albumazer."""
331	"Jul 4, 1615: Entered to Richard Meighen: ""a little thing called Worke for Cutlers."""
332	None
333	"Jun 19, 1594: Entered to John Danter: ""an enterlude entituled Godfrey of Bulloigne, w<sup>th</sup> the Conquest of Ierusalem"". [The identification of this entry with this play is very uncertain].<br />Aug 2, 1630: Transferred from Nicholas Okes to John Okes: ""4. london Prentises""."
334	"Mar 19, 1616: Entered to Miles Partrich: ""A plaie called The scornefull ladie written by ffra. Beaumont & Io fflecher.""<br />May 8, 1617: Transferred from Miles Partrich to Thomas Jones (2): ""A play Called The Scornefull Lady by m<sup>r</sup> Beamont and m<sup>r</sup> fflesher"".<br />Oct 24, 1633: Transferred from Thomas Jones (2) to Augustine Mathewes: ""The scornefull Lady"".<br />Jul 28, 1641: Transferred from Augustine Mathewes to John Raworth: ""The Scornefull Lady a play"".<br />Mar 4, 1647: Transferred from Ruth Raworth (widow of John Raworth) to Humphrey Moseley: ""The Scornefull Lady."""
335	"Oct 29, 1616: Entered to George Purslowe: ""a booke called the golden ffishing of the showes of S<sup>r</sup> Iohn Leman Lo. Maio<sup>r</sup>""."
336	"Aug 3, 1601: Entered to William White: ""A Comedy of. A woman Will haue her Will""."
337	"Aug 14, 1615: Entered to Richard Redmer: ""A play called The Honest Lawyer"".<br />Undated: Transferred from Richard Redmer to Richard Woodroffe.<br />Jan 11, 1623: Transferred from Richard Woodroffe to Timothy Barlow: ""the play called The honest lawyer."""
338	None
339	None
340	None
341	None
342	None
343	"Jan 20, 1615: Entered to William Stansby: ""Certayne Masques at the Court never yet printed written by Ben Iohnson."""
344	"Jan 20, 1615: Entered to William Stansby: ""Certayne Masques at the Court never yet printed written by Ben Iohnson."""
345	"Jan 20, 1615: Entered to William Stansby: ""Certayne Masques at the Court never yet printed written by Ben Iohnson."""
346	None
347	"Jan 20, 1615: Entered to William Stansby: ""Certayne Masques at the Court never yet printed written by Ben Iohnson."""
348	"Jan 20, 1615: Entered to William Stansby: ""Certayne Masques at the Court never yet printed written by Ben Iohnson."""
349	"Jan 20, 1615: Entered to William Stansby: ""Certayne Masques at the Court never yet printed written by Ben Iohnson."""
350	"Sep 17, 1658: Entered to Thomas Walkley: ""fifteene Masques at Court and else where. ... salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""15. Masques at C<sup>rt</sup>. & else where."""
351	None
352	"Sep 2, 1621: Transferred from John Trundle to Thomas Dewe: ""these 2 play bookes followinge ... A faire quarrell.""<br />Dec 3, 1627: Transferred from Anne Helme (widow of John Helme) to William Washington: ""A faire quarrell.""<br />May 21, 1628: Transferred from William Washington to Miles Flesher: ""A faire quarrell."""
353	"Apr 20, 1618: Entered to John Parker: ""A Comedie Called the Marriages of the art<i>es</i> written by Barth: Holyday M<sup>r</sup> of Art.""<br />Sep 4, 1638: Transferred from John Parker to John Haviland and John Wright (1): ""Saluo Iure cuiuscunq<i>ue</i>. ... The Mariages of the Arts. a Comedy."""
354	"Jun 3, 1618: Entered to Bernard Alsop: ""A poeme called see me and see me no. by Dabridgcourt Belgier."""
355	None
356	None
357	"Apr 28, 1619: Entered to Richard Higgenbotham (2) and Francis Constable: ""A play Called The maids tragedy"".<br />Oct 27, 1629: Transferred from Richard Higgenbotham (2) and Francis Constable to Richard Hawkins: ""The Maides Tragedie"".<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""The maides Tragedie"".<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""The Maides Tragedy""."
358	"Jul 10, 1619: Entered to John Browne (1): ""The Temple Maske Anno 1618""."
359	None
360	"Aug 7, 1618: Entered to Edward Blount: ""A play Called A King and noe Kinge"".<br />Mar 1, 1628: Transferred from Thomas Walkley to Richard Hawkins: ""A kinge and no kinge.""<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""A king and noe king. a play.""<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""A king and noe king a Play."""
361	None
362	"Oct 17, 1619: Entered to Richard Meighen: ""A Comedy called Swetnam the woemen hater, Arraign'd by woemen."""
363	"Jan 10, 1620: Entered to Thomas Walkley: ""A Play Called Philaster"".<br />Mar 1, 1628: Transferred from Thomas Walkley to Richard Hawkins: ""Philaster or love lies ableeding.""<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""Philaster or loue lies a bleeding. a play.""<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""Philaster or Loue lyes a bleeding. a play."""
364	"May 22, 1620: entered to Laurence Chapman: ""A play called 2 merry Milke maid<i>es</i>"".<br />Sep 13, 1623: Transferred from Laurence Chapman to Matthew Walbancke: ""the play called the Two merry Milkmaids."""
365	"Jul 4, 1620: Entered to George Purslowe and John Trundle: ""A booke called, A Courtly Masque or the world tossed at Tennis, acted at the Princes Armes, by the Prince his highnes seruant<i>es</i>""."
366	None
367	None
368	"Feb 22, 1648: Transferred from Thomas Walkley to Humphrey Moseley: ""Theire & Theodorett. a Play of M<sup>r</sup> Beamont & ffletcher."""
369	None
370	None
371	None
372	None
373	None
374	None
375	None
376	None
377	None
378	None
379	"Oct 6, 1621: Entered to Thomas Walkley: ""The Tragedie of Othello, the moore of Venice.""<br />Mar 1, 1628: Transferred from Thomas Walkley to Richard Hawkins: ""Orthello the more of Venice.""<br />May 29, 1638: Transferred from the widow of Richard Hawkins to Robert Mead and Christopher Meredith: ""Orthello the More of Venice a play.""<br />Jan 25, 1639: Transferred from Robert Mead and Christopher Meredith to William Leake (2): ""Orthello the more of venice a Play."""
380	"Dec 7, 1621: Entered to Thomas Jones (2): ""A Tragedy called The Virgin Martir.""<br />Oct 24, 1633: Transferred from Thomas Jones (2) to Augustine Mathewes: ""Virgin Martyr"".<br />Jul 28, 1641: Transferred from Augustine Mathewes to William Sheares (1): ""The Virgin Martyr. Provided the said M<sup>r</sup> Mathewes is to haue the workemanship of printing them (if hereafter he shall keepe a Printing house) & shall doe them as reasonably as any other Printer will doe the same""."
381	"Mar 20, 1640: Entered to Andrew Crooke (1) and Richard Sergier (2): ""four Masques viz<sup>t</sup> The Masque of Augures. ... salvo jure cujuscunq<i>ue</i>.""<br />Sep 17, 1658: Entered to Thomas Walkley: ""fifteene Masques at Court and else where.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""15. Masques at C<sup>rt</sup>. & else where."""
382	"Feb 22, 1622: Entered to Matthew Rhodes: ""A Tragedie, of Herod and Antipater. by Geruase Markham"".<br />May 9, 1633: Transferred from Matthew Rhodes to Francis Smith: ""the Booke called Herod & Antipater a Tragedy written by Gervase Markham"".<br />Aug 3, 1633: Transferred from Francis Smith to Thomas Lambert: ""the Copy called Herod & Antipater a Tragedy by Ger: Markeham.""<br />Jan 2, 1634: Transferred from Thomas Lambert to Francis Smith: ""the booke called The tragedy of Herod & Antipater &c""."
383	None
384	"Oct 24, 1633: Transferred from Thomas Jones (2) to Augustine Mathewes: ""The Heyre by m<sup>r</sup>. May""."
385	"Mar 20, 1640: Entered to Andrew Cooke (1) and Richard Sergier (2): ""four Masques viz<sup>t</sup> ... Tyme Vindicated.""<br />Sep 17, 1658: Entered to Thomas Walkley: ""fifteene Masques at Court and else where. ... salvo jure cujuscunq<i>ue</i>.""<br />Nov 20, 1658: Transferred from Thomas Walkley to Humphrey Moseley: ""15. Masques at C<sup>rt</sup>. & else where."""
386	"Jan 20, 1623: Entered to Edward Blackmore and George Norton: ""A play called Sforza, Duke of Millaine, made by M<sup>r</sup>. Messenger"".<br />May 5, 1623: Transferred from George Norton to Edward Blackmore (his title): ""the play called, The Duke of Millan""."
387	None
388	None
389	"Oct 31, 1646: Transferred from John Benson to Humphrey Moseley (half): ""The Dutchesse of Malfy by m<sup>r</sup> webster. halfe.""<br />Oct 31, 1646: Transferred from John Waterson to Humphrey Moseley: ""these Playes following (viz<sup>t</sup>) ... The Dutchesse of Malfie. by M<sup>r</sup> Webster. his p<i>ar</i>te."""
390	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Comedyes. The Tempest"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""The Tempest.""<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
391	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Comedyes. ... Two gentlemen of Verona"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""Two gentlemen of Verona""<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
392	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Comedyes. ... Measure for Measure"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""Measure for measure""<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
393	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Comedyes. ... The Comedy of Errors"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""Comodie of Errors.""<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
394	"Aug 4, 1600(?): ""as yo<sup>w</sup> like yt: / a booke ... to be staied"".<br />Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Comedyes. ... As you like it"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""As yo<sup>u</sup> like it.""<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
395	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Comedyes. ... All's well that ends well"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""All<sup>s</sup> well that ends well"".<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
396	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Comedyes. ... Twelfe night"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""Twelfe night"".<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
397	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Comedyes. ... The winters tale"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""Winters tale"".<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
398	None
399	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Histories The thirde parte of Henry y<sup>e</sup> sixt"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""3 part of Hen. 6<sup>t</sup>.""<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
400	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Histories ... Henry the eight"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""Hen: the 8<sup>t</sup>"".<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
401	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Tragedies. Coriolanus"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""Coriolanus.""<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
402	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Tragedies. ... Timon of Athens"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""Timon of Athens"".<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
403	"Nov 8, 1623: Entered to Edward  Blount and Isaac Jaggard: ""Tragedies. ... Iulius C&aelig;sar"".<br />Jun 19(?), 1627: Transferred from the widow of Isaac Jaggard to Thomas Cotes and Richard Cotes: ""her p<i>ar</i>te in Shackspheere playes.""<br />Nov 16, 1630: Transferred from Edward Blount to Robert Allott, by a note of 26 June: ""Iulius C&aelig;sar.""<br />Jul 1, 1637: Transferred from the widow of Robert Allott to John Legat (2) and Andrew Crooke (1) (by order of a court): ""saluo Iure cuiuscunq<i>ue</i> ... Shakespeares workes their Part."""
